Date,Weekly_Sales
2/26/2010,1865097.27
3/5/2010,1991013.13
3/12/2010,1990483.78
3/19/2010,1946070.88
3/26/2010,1750197.81
4/2/2010,2066187.72
4/9/2010,1954689.21
4/16/2010,1874957.94
4/23/2010,1821990.93
4/30/2010,1802450.29
5/7/2010,2042581.71
5/14/2010,1880752.36
5/21/2010,1896937.1
5/28/2010,1957113.89
6/4/2010,2102539.93
6/11/2010,2025538.76
6/18/2010,2001636.96
6/25/2010,1939927.09
7/2/2010,2003940.64
7/9/2010,1880902.62
7/16/2010,1845879.79
7/23/2010,1781717.71
7/30/2010,1804246.16
8/6/2010,1991909.98
8/13/2010,1895601.05
8/20/2010,1964335.23
8/27/2010,1863840.49
9/3/2010,1904608.09
9/10/2010,1839128.83
9/17/2010,1793903.6
9/24/2010,1724557.22
10/1/2010,1827440.43
10/8/2010,1849921.44
10/15/2010,1794355.49
10/22/2010,1737947.64
10/29/2010,1802755.11
11/5/2010,1939061.41
11/12/2010,1916812.74
11/19/2010,1956739.17
11/26/2010,2658725.29
12/3/2010,2015781.27
12/10/2010,2378726.55
12/17/2010,2609166.75
12/24/2010,3436007.68
12/31/2010,1750434.55
1/7/2011,1758050.79
1/14/2011,1744193.58
1/21/2011,1751384.9
1/28/2011,1695371.68
2/4/2011,1929346.23
2/11/2011,2168041.61
2/18/2011,2080884.82
2/25/2011,1833511.08
3/4/2011,1981607.78
3/11/2011,1879107.31
3/18/2011,1902557.66
3/25/2011,1766162.05
4/1/2011,1800171.36
4/8/2011,1847552.61
4/15/2011,1856467.84
4/22/2011,1886339.6
4/29/2011,1745545.28
5/6/2011,1837743.6
5/13/2011,1838513.07
5/20/2011,1688281.86
5/27/2011,1797732.56
6/3/2011,1933756.21
6/10/2011,1929153.16
6/17/2011,1953771.99
6/24/2011,1790925.8
7/1/2011,1866243
7/8/2011,1853161.99
7/15/2011,1785187.29
7/22/2011,1743816.41
7/29/2011,1680693.06
8/5/2011,1876704.26
8/12/2011,1812768.26
8/19/2011,1844094.59
8/26/2011,1821139.91
9/2/2011,1809119.7
9/9/2011,1748000.65
9/16/2011,1691439.52
9/23/2011,1669299.78
9/30/2011,1650394.44
10/7/2011,1837553.43
10/14/2011,1743882.19
10/21/2011,1834680.25
10/28/2011,1769296.25
11/4/2011,1959707.9
11/11/2011,1920725.15
11/18/2011,1902762.5
11/25/2011,2614202.3
12/2/2011,1954952
12/9/2011,2290549.32
12/16/2011,2432736.52
12/23/2011,3224369.8
12/30/2011,1874226.52
1/6/2012,1799520.14
1/13/2012,1744725.48
1/20/2012,1711769.11
1/27/2012,1660906.14
2/3/2012,1935299.94
2/10/2012,2103322.68
2/17/2012,2196688.46
2/24/2012,1861802.7
3/2/2012,1952555.66
3/9/2012,1937628.26
3/16/2012,1976082.13
3/23/2012,1790439.16
3/30/2012,1857480.84
4/6/2012,2129035.91
4/13/2012,1935869.1
4/20/2012,1847344.45
4/27/2012,1764133.09
5/4/2012,1923957.09
5/11/2012,1917520.99
5/18/2012,2000940.67
5/25/2012,1912791.09
6/1/2012,1910092.37
6/8/2012,2010216.49
6/15/2012,1962924.3
6/22/2012,1887733.21
6/29/2012,1881046.12
7/6/2012,2041507.4
7/13/2012,1830075.13
7/20/2012,1819666.46
7/27/2012,1757923.88
8/3/2012,1946104.64
8/10/2012,1866719.96
8/17/2012,1928016.01
8/24/2012,1876788.15
8/31/2012,1947083.3
9/7/2012,1898777.07
9/14/2012,1814806.63
9/21/2012,1829415.67
9/28/2012,1746470.56
10/5/2012,1998321.04
10/12/2012,1900745.13
10/19/2012,1847990.41
10/26/2012,1834458.35
2/5/2010,461622.22
2/12/2010,420728.96
2/19/2010,421642.19
2/26/2010,407204.86
3/5/2010,415202.04
3/12/2010,384200.69
3/19/2010,375328.59
3/26/2010,359949.27
4/2/2010,423294.4
4/9/2010,415870.28
4/16/2010,354993.26
4/23/2010,339976.65
4/30/2010,361248.39
5/7/2010,399323.86
5/14/2010,384357.94
5/21/2010,343763.17
5/28/2010,350089.23
6/4/2010,396968.8
6/11/2010,355017.09
6/18/2010,364076.85
6/25/2010,357346.48
7/2/2010,381151.72
7/9/2010,349214.18
7/16/2010,352728.78
7/23/2010,352864.49
7/30/2010,347955.05
8/6/2010,402635.76
8/13/2010,339597.38
8/20/2010,351728.21
8/27/2010,362134.09
9/3/2010,366473.97
9/10/2010,352260.97
9/17/2010,363064.64
9/24/2010,355626.87
10/1/2010,358784.1
10/8/2010,395107.35
10/15/2010,345584.39
10/22/2010,348895.98
10/29/2010,348591.74
11/5/2010,423175.56
11/12/2010,386635.03
11/19/2010,372545.32
11/26/2010,565567.84
12/3/2010,476420.77
12/10/2010,467642.03
12/17/2010,498159.39
12/24/2010,605990.41
12/31/2010,382677.76
1/7/2011,378241.34
1/14/2011,381061.1
1/21/2011,350876.7
1/28/2011,364866.24
2/4/2011,438516.53
2/11/2011,430526.21
2/18/2011,432782.1
2/25/2011,397211.19
3/4/2011,437084.51
3/11/2011,404753.3
3/18/2011,392109.51
3/25/2011,380683.67
4/1/2011,374556.08
4/8/2011,384075.31
4/15/2011,366250.69
4/22/2011,391860.04
4/29/2011,367405.4
5/6/2011,413042.12
5/13/2011,386312.68
5/20/2011,364603.13
5/27/2011,369350.6
6/3/2011,394507.84
6/10/2011,391638.75
6/17/2011,403423.34
6/24/2011,385520.71
7/1/2011,368962.72
7/8/2011,395146.24
7/15/2011,373454.33
7/22/2011,360617.37
7/29/2011,345381.29
8/5/2011,409981.25
8/12/2011,380376.85
8/19/2011,379716.91
8/26/2011,366367.55
9/2/2011,375988.69
9/9/2011,377347.49
9/16/2011,375629.51
9/23/2011,365248.94
9/30/2011,368477.93
10/7/2011,403342.4
10/14/2011,368282.57
10/21/2011,394976.36
10/28/2011,389540.62
11/4/2011,459443.22
11/11/2011,407764.25
11/18/2011,398838.97
11/25/2011,556925.19
12/2/2011,472511.32
12/9/2011,468772.8
12/16/2011,510747.62
12/23/2011,551221.21
12/30/2011,410553.88
1/6/2012,398178.21
1/13/2012,367438.62
1/20/2012,365818.61
1/27/2012,349518.1
2/3/2012,424960.66
2/10/2012,473292.47
2/17/2012,475591.08
2/24/2012,418925.47
3/2/2012,469752.56
3/9/2012,445162.05
3/16/2012,411775.8
3/23/2012,413907.25
3/30/2012,407488.84
4/6/2012,503232.13
4/13/2012,420789.74
4/20/2012,434822.13
4/27/2012,394616.11
5/4/2012,439913.57
5/11/2012,431985.36
5/18/2012,418112.76
5/25/2012,413701.29
6/1/2012,432268.53
6/8/2012,446336.8
6/15/2012,442074.79
6/22/2012,419497.95
6/29/2012,422965.33
7/6/2012,411206.5
7/13/2012,416913.1
7/20/2012,432424.85
7/27/2012,389427.9
8/3/2012,419990.29
8/10/2012,391811.6
8/17/2012,394918.83
8/24/2012,412449.67
8/31/2012,408838.73
9/7/2012,408229.73
9/14/2012,407589.16
9/21/2012,414392.09
9/28/2012,389813.02
10/5/2012,443557.65
10/12/2012,410804.39
10/19/2012,424513.08
10/26/2012,405432.7
2/5/2010,2135143.87
2/12/2010,2188307.39
2/19/2010,2049860.26
2/26/2010,1925728.84
3/5/2010,1971057.44
3/12/2010,1894324.09
3/19/2010,1897429.36
3/26/2010,1762539.3
4/2/2010,1979247.12
4/9/2010,1818452.72
4/16/2010,1851519.69
4/23/2010,1802677.9
4/30/2010,1817273.28
5/7/2010,2000626.14
5/14/2010,1875597.28
5/21/2010,1903752.6
5/28/2010,1857533.7
6/4/2010,1903290.58
6/11/2010,1870619.23
6/18/2010,1929736.35
6/25/2010,1846651.95
7/2/2010,1881337.21
7/9/2010,1812208.22
7/16/2010,1898427.66
7/23/2010,1848426.78
7/30/2010,1796637.61
8/6/2010,1907638.58
8/13/2010,2007050.75
8/20/2010,1997181.09
8/27/2010,1848403.92
9/3/2010,1935857.58
9/10/2010,1865820.81
9/17/2010,1899959.61
9/24/2010,1810684.68
10/1/2010,1842821.02
10/8/2010,1951494.85
10/15/2010,1867345.09
10/22/2010,1927610.06
10/29/2010,1933333
11/5/2010,2013115.79
11/12/2010,1999794.26
11/19/2010,2097809.4
11/26/2010,2789469.45
12/3/2010,2102530.17
12/10/2010,2302504.86
12/17/2010,2740057.14
12/24/2010,3526713.39
12/31/2010,1794868.74
1/7/2011,1862476.27
1/14/2011,1865502.46
1/21/2011,1886393.94
1/28/2011,1814240.85
2/4/2011,2119086.04
2/11/2011,2187847.29
2/18/2011,2316495.56
2/25/2011,2078094.69
3/4/2011,2103455.75
3/11/2011,2039818.41
3/18/2011,2116475.38
3/25/2011,1944164.32
4/1/2011,1900246.47
4/8/2011,2074953.46
4/15/2011,1960587.76
4/22/2011,2220600.76
4/29/2011,1878167.44
5/6/2011,2063682.76
5/13/2011,2002362.37
5/20/2011,2015563.48
5/27/2011,1986597.95
6/3/2011,2065377.15
6/10/2011,2073951.38
6/17/2011,2141210.62
6/24/2011,2008344.92
7/1/2011,2051533.53
7/8/2011,2066541.86
7/15/2011,2049046.95
7/22/2011,2036231.39
7/29/2011,1989674.07
8/5/2011,2160057.39
8/12/2011,2105668.74
8/19/2011,2232892.1
8/26/2011,1988490.21
9/2/2011,2078420.31
9/9/2011,2093139.01
9/16/2011,2075577.33
9/23/2011,2031406.41
9/30/2011,1929486.63
10/7/2011,2166737.65
10/14/2011,2074548.85
10/21/2011,2207742.13
10/28/2011,2151659.59
11/4/2011,2281217.31
11/11/2011,2203028.96
11/18/2011,2243946.59
11/25/2011,3004702.33
12/2/2011,2180999.26
12/9/2011,2508955.24
12/16/2011,2771397.17
12/23/2011,3676388.98
12/30/2011,2007105.86
1/6/2012,2047766.07
1/13/2012,1941676.61
1/20/2012,2005097.76
1/27/2012,1928720.51
2/3/2012,2173373.91
2/10/2012,2374660.64
2/17/2012,2427640.17
2/24/2012,2226662.17
3/2/2012,2206319.9
3/9/2012,2202450.81
3/16/2012,2214967.44
3/23/2012,2091592.54
3/30/2012,2089381.77
4/6/2012,2470206.13
4/13/2012,2105301.39
4/20/2012,2144336.89
4/27/2012,2064065.66
5/4/2012,2196968.33
5/11/2012,2127661.17
5/18/2012,2207214.81
5/25/2012,2154137.67
6/1/2012,2179360.94
6/8/2012,2245257.18
6/15/2012,2234190.93
6/22/2012,2197299.65
6/29/2012,2128362.92
7/6/2012,2224499.28
7/13/2012,2100252.61
7/20/2012,2175563.69
7/27/2012,2048613.65
8/3/2012,2174514.13
8/10/2012,2193367.69
8/17/2012,2283540.3
8/24/2012,2125241.68
8/31/2012,2081181.35
9/7/2012,2125104.72
9/14/2012,2117854.6
9/21/2012,2119438.53
9/28/2012,2027620.23
10/5/2012,2209835.43
10/12/2012,2133026.07
10/19/2012,2097266.85
10/26/2012,2149594.46
2/5/2010,317173.1
2/12/2010,311825.7
2/19/2010,303447.57
2/26/2010,270281.63
3/5/2010,288855.71
3/12/2010,297293.59
3/19/2010,281706.41
3/26/2010,273282.97
4/2/2010,331406
4/9/2010,328020.49
4/16/2010,306858.69
4/23/2010,288839.73
4/30/2010,298697.84
5/7/2010,333522.6
5/14/2010,296673.77
5/21/2010,301615.49
5/28/2010,310013.11
6/4/2010,337825.89
6/11/2010,296641.91
6/18/2010,313795.6
6/25/2010,295257.3
7/2/2010,305993.27
7/9/2010,291808.87
7/16/2010,280701.7
7/23/2010,274742.63
7/30/2010,268929.03
8/6/2010,303043.02
8/13/2010,286477.35
8/20/2010,287205.38
8/27/2010,288519.75
9/3/2010,323798
9/10/2010,306533.08
9/17/2010,282558.65
9/24/2010,293131.58
10/1/2010,283178.12
10/8/2010,290494.85
10/15/2010,280681.2
10/22/2010,284988.27
10/29/2010,278031.81
11/5/2010,325310.3
11/12/2010,301827.36
11/19/2010,297384.81
11/26/2010,488362.61
12/3/2010,344490.88
12/10/2010,352811.53
12/17/2010,367801.19
12/24/2010,466010.25
12/31/2010,298180.18
1/7/2011,286347.26
1/14/2011,260636.71
1/21/2011,275313.34
1/28/2011,279088.39
2/4/2011,329613.2
2/11/2011,311590.54
2/18/2011,356622.61
2/25/2011,294659.5
3/4/2011,329033.66
3/11/2011,293098.1
3/18/2011,312177.67
3/25/2011,294732.5
4/1/2011,314316.55
4/8/2011,307333.62
4/15/2011,307913.58
4/22/2011,328415.44
4/29/2011,307291.56
5/6/2011,322904.68
5/13/2011,290930.01
5/20/2011,299614.33
5/27/2011,297149.69
6/3/2011,329183.92
6/10/2011,304984.14
6/17/2011,304811.82
6/24/2011,302881.64
7/1/2011,327093.89
7/8/2011,310804.93
7/15/2011,283248.62
7/22/2011,292539.73
7/29/2011,275142.17
8/5/2011,317738.56
8/12/2011,289886.16
8/19/2011,303643.84
8/26/2011,310338.17
9/2/2011,315645.53
9/9/2011,321110.22
9/16/2011,278529.71
9/23/2011,291024.98
9/30/2011,292315.38
10/7/2011,309111.47
10/14/2011,286117.72
10/21/2011,306069.18
10/28/2011,307035.11
11/4/2011,353652.23
11/11/2011,311906.7
11/18/2011,307944.37
11/25/2011,507900.07
12/2/2011,376225.61
12/9/2011,367433.77
12/16/2011,379530.3
12/23/2011,458562.24
12/30/2011,349624.88
1/6/2012,312078.71
1/13/2012,291454.52
1/20/2012,287523.98
1/27/2012,295974.22
2/3/2012,333948
2/10/2012,349239.88
2/17/2012,356427.98
2/24/2012,312220.47
3/2/2012,359206.21
3/9/2012,347295.6
3/16/2012,339392.54
3/23/2012,321299.99
3/30/2012,331318.73
4/6/2012,402985.7
4/13/2012,351832.03
4/20/2012,330063.06
4/27/2012,324839.74
5/4/2012,360932.69
5/11/2012,333870.52
5/18/2012,336189.66
5/25/2012,341994.48
6/1/2012,359867.8
6/8/2012,341704.59
6/15/2012,327383.64
6/22/2012,325041.68
6/29/2012,329658.1
7/6/2012,341214.43
7/13/2012,316203.64
7/20/2012,321205.12
7/27/2012,306827.36
8/3/2012,324195.17
8/10/2012,306759.7
8/17/2012,314014.18
8/24/2012,320831.36
8/31/2012,344642.01
9/7/2012,350648.91
9/14/2012,299800.67
9/21/2012,307306.76
9/28/2012,310141.68
10/5/2012,343048.29
10/12/2012,325345.41
10/19/2012,313358.15
10/26/2012,319550.77
2/5/2010,1652635.1
2/12/2010,1606283.86
2/19/2010,1567138.07
2/26/2010,1432953.21
3/5/2010,1601348.82
3/12/2010,1558621.36
3/19/2010,1693058.91
3/26/2010,1472033.38
4/2/2010,1770333.9
4/9/2010,1667181.82
4/16/2010,1519846.36
4/23/2010,1540435.99
4/30/2010,1498080.16
5/7/2010,1619920.04
5/14/2010,1524059.4
5/21/2010,1531938.44
5/28/2010,1644470.66
6/4/2010,1857380.09
6/11/2010,1685652.35
6/18/2010,1677248.24
6/25/2010,1640681.88
7/2/2010,1759777.25
7/9/2010,1690317.99
7/16/2010,1560120.8
7/23/2010,1585240.92
7/30/2010,1532308.78
8/6/2010,1633241.59
8/13/2010,1547654.98
8/20/2010,1539930.5
8/27/2010,1450766.12
9/3/2010,1510925.32
9/10/2010,1424225.44
9/17/2010,1308537.75
9/24/2010,1275591.84
10/1/2010,1328468.89
10/8/2010,1360317.9
10/15/2010,1344580.92
10/22/2010,1332716.53
10/29/2010,1385323.7
11/5/2010,1505442.15
11/12/2010,1495536.46
11/19/2010,1518841.45
11/26/2010,2267452.4
12/3/2010,1677067.24
12/10/2010,1834737.58
12/17/2010,2090268.95
12/24/2010,2727575.18
12/31/2010,1464050.02
1/7/2011,1350441.68
1/14/2011,1306194.55
1/21/2011,1261253.18
1/28/2011,1287034.7
2/4/2011,1514999.17
2/11/2011,1486920.17
2/18/2011,1572117.54
2/25/2011,1422600.43
3/4/2011,1502617.99
3/11/2011,1494497.39
3/18/2011,1685375.47
3/25/2011,1438465.81
4/1/2011,1459276.77
4/8/2011,1534594
4/15/2011,1448797.02
4/22/2011,1639358.93
4/29/2011,1479249.9
5/6/2011,1504651.57
5/13/2011,1453185.65
5/20/2011,1382783.83
5/27/2011,1523979.11
6/3/2011,1705506.29
6/10/2011,1598643.65
6/17/2011,1622150.33
6/24/2011,1543365.9
7/1/2011,1694551.15
7/8/2011,1709373.62
7/15/2011,1526801.24
7/22/2011,1526506.08
7/29/2011,1483991.05
8/5/2011,1601584.57
8/12/2011,1484995.38
8/19/2011,1493544.04
8/26/2011,1420405.41
9/2/2011,1481618.74
9/9/2011,1483574.38
9/16/2011,1351407.79
9/23/2011,1336044.75
9/30/2011,1307551.92
10/7/2011,1481739.2
10/14/2011,1386520.99
10/21/2011,1417922.37
10/28/2011,1419445.12
11/4/2011,1523420.38
11/11/2011,1536176.54
11/18/2011,1524390.07
11/25/2011,2249811.55
12/2/2011,1688531.34
12/9/2011,1903385.14
12/16/2011,2034695.56
12/23/2011,2644633.02
12/30/2011,1598080.52
1/6/2012,1395339.71
1/13/2012,1344243.17
1/20/2012,1326255.7
1/27/2012,1315610.66
2/3/2012,1496305.78
2/10/2012,1620603.92
2/17/2012,1632616.09
2/24/2012,1465187.71
3/2/2012,1550385.65
3/9/2012,1569304.4
3/16/2012,1748010.29
3/23/2012,1495143.62
3/30/2012,1508933.26
4/6/2012,1840131.19
4/13/2012,1616394.45
4/20/2012,1456073.24
4/27/2012,1456221.1
5/4/2012,1543461.12
5/11/2012,1517075.67
5/18/2012,1513635.64
5/25/2012,1603793.42
6/1/2012,1681121.38
6/8/2012,1696619.52
6/15/2012,1642247.48
6/22/2012,1618272.25
6/29/2012,1648863.46
7/6/2012,1876359.39
7/13/2012,1588142.26
7/20/2012,1574361.97
7/27/2012,1513229.16
8/3/2012,1627274.93
8/10/2012,1588380.73
8/17/2012,1543049.52
8/24/2012,1501095.49
8/31/2012,1577439.81
9/7/2012,1608077.01
9/14/2012,1375166.86
9/21/2012,1425603.65
9/28/2012,1369131.46
10/5/2012,1518177.71
10/12/2012,1459396.84
10/19/2012,1436883.99
10/26/2012,1431426.34
2/5/2010,496725.44
2/12/2010,524104.92
2/19/2010,506760.54
2/26/2010,496083.24
3/5/2010,491419.55
3/12/2010,480452.1
3/19/2010,574450.23
3/26/2010,514731.6
4/2/2010,561145.14
4/9/2010,484263.25
4/16/2010,406228.19
4/23/2010,404751.25
4/30/2010,373655.61
5/7/2010,395453.83
5/14/2010,372673.61
5/21/2010,395195.65
5/28/2010,442734.55
6/4/2010,509183.22
6/11/2010,498580.87
6/18/2010,481144.09
6/25/2010,553714.87
7/2/2010,575570.77
7/9/2010,593462.34
7/16/2010,557166.35
7/23/2010,570231.21
7/30/2010,603547.16
8/6/2010,643854.17
8/13/2010,598185.4
8/20/2010,582353.17
8/27/2010,554309.24
9/3/2010,532765.05
9/10/2010,535769.32
9/17/2010,489408.53
9/24/2010,488008.83
10/1/2010,448998.73
10/8/2010,480239.88
10/15/2010,463370.48
10/22/2010,472450.81
10/29/2010,465493.15
11/5/2010,480512.44
11/12/2010,507584.29
11/19/2010,482528.36
11/26/2010,835189.26
12/3/2010,552811.62
12/10/2010,599730.07
12/17/2010,716388.81
12/24/2010,1045124.88
12/31/2010,729572.08
1/7/2011,661163.94
1/14/2011,547384.9
1/21/2011,521539.46
1/28/2011,513372.17
2/4/2011,558027.77
2/11/2011,559903.13
2/18/2011,572387.47
2/25/2011,546690.84
3/4/2011,551378.39
3/11/2011,558963.83
3/18/2011,635014.69
3/25/2011,559061.58
4/1/2011,513409.67
4/8/2011,500552.16
4/15/2011,423380.14
4/22/2011,466594.89
4/29/2011,410429.73
5/6/2011,407012.47
5/13/2011,414094.05
5/20/2011,424670.98
5/27/2011,457216.87
6/3/2011,542295.37
6/10/2011,621099.95
6/17/2011,610991.35
6/24/2011,640043.97
7/1/2011,704344.21
7/8/2011,761793.94
7/15/2011,642748.21
7/22/2011,688043.96
7/29/2011,653382.62
8/5/2011,695392.84
8/12/2011,670670.46
8/19/2011,645156.21
8/26/2011,629994.47
9/2/2011,592355.24
9/9/2011,613135.23
9/16/2011,558981.45
9/23/2011,536144.81
9/30/2011,488880.26
10/7/2011,525866.36
10/14/2011,501959.19
10/21/2011,558691.43
10/28/2011,527339.52
11/4/2011,564536.01
11/11/2011,556015.59
11/18/2011,539826.56
11/25/2011,949075.87
12/2/2011,591907.88
12/9/2011,653845.45
12/16/2011,720242.19
12/23/2011,1059715.27
12/30/2011,815915.52
1/6/2012,713117.66
1/13/2012,593875.46
1/20/2012,578002.85
1/27/2012,541037.98
2/3/2012,580453.32
2/10/2012,563460.77
2/17/2012,620908.18
2/24/2012,603041.14
3/2/2012,551058.13
3/9/2012,579166.5
3/16/2012,669205.73
3/23/2012,615997.29
3/30/2012,583322.2
4/6/2012,621425.98
4/13/2012,517420.23
4/20/2012,457340.06
4/27/2012,467827.75
5/4/2012,465198.89
5/11/2012,460397.41
5/18/2012,468428.3
5/25/2012,532739.77
6/1/2012,598495.02
6/8/2012,642963.75
6/15/2012,666942.02
6/22/2012,687344.68
6/29/2012,704335.41
7/6/2012,805642.61
7/13/2012,694150.89
7/20/2012,686345.69
7/27/2012,686365.4
8/3/2012,680954.81
8/10/2012,675926.3
8/17/2012,642450.4
8/24/2012,609099.37
8/31/2012,586467.16
9/7/2012,597876.55
9/14/2012,541120.2
9/21/2012,530842.25
9/28/2012,525545.76
10/5/2012,505830.56
10/12/2012,503463.93
10/19/2012,516424.83
10/26/2012,495543.28
2/5/2010,1004137.09
2/12/2010,994801.4
2/19/2010,963960.37
2/26/2010,847592.11
3/5/2010,881503.95
3/12/2010,860336.16
3/19/2010,839911
3/26/2010,772539.12
4/2/2010,914500.91
4/9/2010,916033.92
4/16/2010,882917.12
4/23/2010,850440.26
4/30/2010,778672.64
5/7/2010,916820.96
5/14/2010,873337.84
5/21/2010,818333.21
5/28/2010,868041.56
6/4/2010,958225.41
6/11/2010,914835.86
6/18/2010,869922.56
6/25/2010,814919.11
7/2/2010,852333.75
7/9/2010,845289.77
7/16/2010,848630.57
7/23/2010,785515.88
7/30/2010,787295.09
8/6/2010,893399.77
8/13/2010,867919.21
8/20/2010,870676.44
8/27/2010,888816.78
9/3/2010,899036.47
9/10/2010,831425.2
9/17/2010,836707.85
9/24/2010,773725.08
10/1/2010,804105.49
10/8/2010,870349.86
10/15/2010,826546.96
10/22/2010,836419.14
10/29/2010,830756.76
11/5/2010,927266.34
11/12/2010,911538.98
11/19/2010,885608.04
11/26/2010,1261693.16
12/3/2010,952766.93
12/10/2010,1069061.63
12/17/2010,1220579.55
12/24/2010,1511641.09
12/31/2010,773586.49
1/7/2011,873065.23
1/14/2011,809646.66
1/21/2011,822668.23
1/28/2011,782256.66
2/4/2011,944594.78
2/11/2011,996147.39
2/18/2011,1065108.64
2/25/2011,917317.15
3/4/2011,935266.43
3/11/2011,900387.29
3/18/2011,898289.14
3/25/2011,827968.36
4/1/2011,878762.3
4/8/2011,949825.83
4/15/2011,908278.74
4/22/2011,937473.13
4/29/2011,855014.77
5/6/2011,941457.34
5/13/2011,895763.41
5/20/2011,836049.89
5/27/2011,857939.41
6/3/2011,929222.16
6/10/2011,897309.41
6/17/2011,922048.41
6/24/2011,864881.24
7/1/2011,883683.35
7/8/2011,861965.12
7/15/2011,849925.37
7/22/2011,829902.42
7/29/2011,807082.19
8/5/2011,892393.77
8/12/2011,856796.1
8/19/2011,895066.5
8/26/2011,912542.82
9/2/2011,891387.14
9/9/2011,848358.09
9/16/2011,870971.82
9/23/2011,806444.29
9/30/2011,809049.37
10/7/2011,929976.55
10/14/2011,863188.26
10/21/2011,905984.49
10/28/2011,876712.31
11/4/2011,947815.05
11/11/2011,917088.48
11/18/2011,897032.19
11/25/2011,1235163.86
12/2/2011,986601.46
12/9/2011,1051922.95
12/16/2011,1118163.94
12/23/2011,1462254.05
12/30/2011,858572.22
1/6/2012,872113.23
1/13/2012,817661.76
1/20/2012,813954.82
1/27/2012,778178.53
2/3/2012,927610.69
2/10/2012,1021400.42
2/17/2012,1096232.89
2/24/2012,928537.54
3/2/2012,952264.91
3/9/2012,960115.56
3/16/2012,921178.39
3/23/2012,874223.25
3/30/2012,905935.29
4/6/2012,1046816.59
4/13/2012,909989.45
4/20/2012,872288.46
